session_id,timestep,player_x,player_y,mouse_jitter,apm,reaction_time,is_smurf
session_smurf_000,0,737.2863515460007,876.0641716306868,0.7879327355370711,322.14128904192796,146.2731434230235,1
session_smurf_000,1,736.5765535281886,872.3179489452978,2.454275264340702,311.73731901512,154.5818989305581,1
session_smurf_000,2,733.4633197191324,875.9531009911793,0.10218930221339988,285.8188855500331,180.6515035117345,1
session_smurf_000,3,731.148759653154,874.9694266948221,2.0629554610415757,291.02465173587416,159.3428958290232,1
session_smurf_000,4,733.5317968444197,873.9965140107887,0.44990455433099397,288.7927106452554,175.16285527451907,1
session_smurf_000,5,735.0300377864455,871.9748139691615,0.6368770978910809,316.5565758368715,153.88064690764446,1
session_smurf_000,6,735.8775478826753,874.6409496521075,2.115784358290684,328.22521301465383,173.7994908338739,1
session_smurf_000,7,737.1365365890819,870.9605817898988,1.964611673319823,346.3719833150928,176.3878489015959,1
session_smurf_000,8,738.9198564501725,870.4032353455968,0.1263310596415252,295.0653222544218,161.61496023464056,1
session_smurf_000,9,737.3362478742878,866.3591700080899,0.7304907361653966,324.57330985438733,154.0045867771799,1
session_smurf_000,10,739.2054573775896,869.4515979800078,2.744298149881575,353.7367766582882,171.75752527024497,1
session_smurf_000,11,737.5601780953579,863.138600239545,0.6106850897738707,326.39054820324634,165.34654540531756,1
session_smurf_000,12,740.5142449973648,867.3642862879025,0.12270261900180011,317.7966769398754,157.09291303324449,1
session_smurf_000,13,736.8126841613147,865.1163374557865,6.674633566633853,344.7519357662571,150.5993230818131,1
session_smurf_000,14,735.8896266983635,864.1892587563824,4.373881279488657,290.5363228635556,157.96885076068193,1
session_smurf_000,15,737.8084465471023,867.0855704852914,0.008440744592124488,282.27613695757947,159.34740378366675,1
session_smurf_000,16,741.3184318989526,862.6408549233415,1.1364276303830632,316.21943209495254,158.94790967623828,1
session_smurf_000,17,735.3511601183792,864.8762330582741,0.8375291296507262,324.9777725998145,159.40842658076886,1
session_smurf_000,18,739.9290856985621,863.2871307760317,0.5849066670209764,358.6844494540126,163.9622151840473,1
session_smurf_000,19,740.0766395751115,864.3380144921406,3.4591760761456367,319.00298454600255,157.4305525460573,1
session_smurf_000,20,740.0392383639348,864.8766230581567,1.9770708346411632,327.91166276208145,155.00701374218733,1
session_smurf_000,21,740.9031927206375,864.5105338758082,2.067103185415217,323.4708780696636,154.34956451977263,1
session_smurf_000,22,739.8877305087763,861.3566297754896,1.4554564570130781,314.84369015200565,189.34305954843046,1
session_smurf_000,23,740.299661813446,862.7258483512036,0.47435908098962576,344.4283880269857,148.0967738089377,1
session_smurf_000,24,741.1611937680657,856.8344627362044,0.9930942431965784,305.3899390299585,165.49571793848628,1
session_smurf_000,25,738.1271157432541,858.2958902172695,0.566636765769015,311.0185183464588,164.99576037290964,1
session_smurf_000,26,740.9204255026652,857.6893298286102,1.1830818885154253,338.1036375122534,156.15931228297583,1
session_smurf_000,27,738.0490222428655,858.870529493604,0.4339573968151501,307.32876092091595,136.9544124763442,1
session_smurf_000,28,739.8205972011174,854.5201394418134,3.3597342110385755,339.7432258524284,145.63030185019934,1
session_smurf_000,29,743.9766992830433,855.6016919272388,4.139313247178756,293.11756422111597,148.13357269335773,1
session_smurf_000,30,742.3968388312808,851.9540234140309,2.2627814719908894,316.01799151734554,173.38232989719774,1
session_smurf_000,31,740.2018043599179,853.3318164272125,0.9427040053835299,349.61632264889266,164.03065770370898,1
session_smurf_000,32,740.4673639965285,853.3039018964921,0.8400571784016935,374.25284875009254,187.9050906369628,1
session_smurf_000,33,742.8221278302125,854.2873555737385,0.2542334560065512,320.0789440464709,178.97801733720098,1
session_smurf_000,34,742.0610612746076,851.8457254282846,2.1143014584620974,326.51505642047414,170.28538552404822,1
session_smurf_000,35,741.6538353666351,849.9354925226259,3.4887592097364344,343.6560544356704,159.77053071374544,1
session_smurf_000,36,748.5627199438412,851.8586716282493,5.9390242233989685,330.464779416511,150.37685329539372,1
session_smurf_000,37,744.6407487687611,848.0175191371425,0.7722165351427206,343.3834234260554,152.20430483760558,1
session_smurf_000,38,740.3894933402365,849.5725159305888,0.6591817459896291,273.8162134913748,164.89983804914186,1
session_smurf_000,39,746.0790549319267,847.5562625035457,0.1274942427423591,308.05899385638634,146.47344049148262,1
session_smurf_000,40,742.5454870802713,850.8351866540838,0.10403805177532857,319.3219604479941,155.4329243092515,1
session_smurf_000,41,743.115588371915,847.6268707398715,0.3481050073238497,293.57640871488445,157.55403777506928,1
session_smurf_000,42,747.2440930174,849.5864474988622,0.382294825927028,340.2594601243177,164.01998674169315,1
session_smurf_000,43,743.539246277107,850.9206225943034,0.6673722029279237,329.1242608250967,153.76080930440617,1
session_smurf_000,44,744.638110506224,845.5408751420202,0.2730505993095869,319.1163366029715,164.83216350719584,1
session_smurf_000,45,739.8341445531508,848.2926770990324,2.842643747400823,320.9759707310657,177.95214597478005,1
session_smurf_000,46,743.8666413900127,847.4634829059348,0.013334566524071586,271.12352066974216,156.30974269822403,1
session_smurf_000,47,746.708831715825,846.3623280983107,0.4095490463349004,310.4327137303002,161.0674404807065,1
session_smurf_000,48,746.1088212993175,842.9178273482349,0.07127548009510752,333.2625701683807,146.87575889225323,1
session_smurf_000,49,747.1939541535693,844.2432702736772,0.4500240013096166,314.7226159696742,164.10793052466704,1
session_smurf_000,50,743.0926173374829,844.8829522692604,3.5437322093450865,349.8848812043165,175.60647757978236,1
session_smurf_000,51,745.21161123563,842.2973365599589,0.6893968834264748,353.7212743443409,156.1895214329098,1
session_smurf_000,52,745.3159864900778,840.6848889855057,0.27551191904223665,301.21949649873994,154.81279886512863,1
session_smurf_000,53,744.7425694142657,842.2860568013826,1.1320383291533427,299.6564009581318,166.50388764070897,1
